postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
SP46LG,SP4 6LG,SP,78.9,65.8,79.67,2,,78.6,78.6,,20,16.8,20,1,,20,20,,1,0,0,0,5,0,5,24,24,7,,28,28,
SP46LL,SP4 6LL,SP,66.1,60.9,79.67,10,,65.6,65.6,,18.6,15.5,20,1,,16.9,16.9,,0,0,1,0,11,0,11,680,674,3,,741,741,
SP46LN,SP4 6LN,SP,75,69.4,79.91,,10,72,72,,19.8,17.9,20,,1,18.6,18.6,,0,0,0,1,23,0,23,486,335,,14,506,506,
SP46LP,SP4 6LP,SP,71.2,62,79.67,8,,68.8,68.8,,17.8,15,20,1,,16.8,16.8,,0,0,1,0,8,0,8,393,255,80,,383,383,
SP46LQ,SP4 6LQ,SP,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,6,6,344,391,,,,287,287
SP46LR,SP4 6LR,SP,63.7,56,79.3,8.5,,61.9,61.9,,17.1,14.8,20,1,,16.5,16.5,,0,0,2,0,16,0,16,285,170,34,,317,317,
SP46LT,SP4 6LT,SP,78.1,62.6,79.67,,13,66.4,66.4,,19.5,15,20,,1,16.1,16.1,,0,0,0,1,13,0,13,334,144,,144,349,349,
SP46LU,SP4 6LU,SP,54.8,51.8,80,7,19.5,59.6,59.6,,10,11.2,20,1,3.5,13,13,,0,0,1,2,14,0,14,235,77,29,52,276,276,
SP46LW,SP4 6LW,SP,54.8,55.5,79.91,8,,58.3,58.3,,16.5,14.8,20,1,,15.6,15.6,,0,0,1,0,17,0,17,410,315,54,,431,431,
SP46LY,SP4 6LY,SP,48.6,47,78.72,6.8,26,56,56,,10,8.7,17.85,1,1,10.6,10.6,,0,0,4,1,20,0,20,381,326,74,144,454,454,
SP46LZ,SP4 6LZ,SP,40,46.8,79.67,7.5,11,55.6,55.6,,9.8,9.8,20,1,1,11.8,11.8,,0,0,4,1,22,0,22,376,248,165,135,426,426,
SP46NA,SP4 6NA,SP,21.9,71.9,330,5.5,21.7,160,216.7,330,1.9,11.2,50,1,1.8,30,36.7,50,0,1,1,6,2,1,3,357,323,151,300,456,608,912
SP46NB,SP4 6NB,SP,34.4,160.6,1000,7.5,21.6,57.4,245.9,1000,6.2,20.9,115,1,4.3,8.7,29.9,115,0,0,2,7,12,3,15,609,332,62,749,501,617,1080
SP46ND,SP4 6ND,SP,58.3,50.8,78.12,7.7,16,61,61,,15.1,12.8,20,0.7,1,15.8,15.8,,0,0,3,1,16,0,16,561,202,66,108,683,683,
SP46NE,SP4 6NE,SP,65.4,63.6,79.67,,,63.6,63.6,,17,15.1,20,,,15.1,15.1,,0,0,0,0,16,0,16,811,681,,,811,811,
SP46NF,SP4 6NF,SP,66.7,59.8,79.76,3,,63.4,63.4,,19.5,16.2,20,0.5,,17.2,17.2,,0,2,0,0,31,0,31,434,291,159,,437,437,
SP46NG,SP4 6NG,SP,64.1,60.6,79.67,,14,63.7,63.7,,18.4,14.9,20,,1,15.8,15.8,,0,0,0,1,15,0,15,375,263,,113,392,392,
SP46NJ,SP4 6NJ,SP,93,90.5,160,,21,160,160,,17.7,17.2,30,,4.3,30,30,,0,0,0,3,3,0,3,195,106,,99,292,292,
SP46NP,SP4 6NP,SP,65.4,61.8,79.67,,,61.8,61.8,,19.3,16.7,20,,,16.6,16.6,,0,0,0,0,8,0,8,316,377,,,316,316,
SP46NQ,SP4 6NQ,SP,160,178.5,1000,6.7,22.3,123.9,260.1,441.7,30,27.8,115,1.3,4,24.8,40.2,60.8,0,1,2,4,8,6,14,194,155,38,119,191,235,294
SP46NR,SP4 6NR,SP,53.7,47.8,77.59,,20.3,60,60,,8.9,11.6,20,,4,15,15,,0,0,0,4,9,0,9,192,138,,125,221,221,
SP46NS,SP4 6NS,SP,26,30.3,68.28,,22.4,44,44,,5.8,6.5,18.94,,4.9,9.5,9.5,,0,0,0,7,4,0,4,840,577,,302,1570,1570,
SP46NU,SP4 6NU,SP,54.8,59,79.91,,24,60.9,60.9,,14.4,14.1,20,,12,14.3,14.3,,0,0,0,1,18,0,18,501,360,,981,474,474,
SP46NX,SP4 6NX,SP,79.7,73.4,79.91,,,73.3,73.3,,20,17.9,20,,,17.9,17.9,,0,0,0,0,9,0,9,402,92,,,402,402,
SP46NZ,SP4 6NZ,SP,78.1,228.5,1000,,,74.2,228.5,1000,19.5,34,115,,,17.8,34,115,0,0,0,0,10,2,12,641,654,,,635,641,668
SP46PA,SP4 6PA,SP,52.5,52,79.67,,23.3,56.8,56.8,,10,11.6,20,,2.3,13.1,13.1,,0,0,0,3,18,0,18,291,164,,40,332,332,
SP46PD,SP4 6PD,SP,28,29.2,39.06,,26,35.5,35.5,,5.7,5.1,7.03,,4.3,6.5,6.5,,0,0,0,4,2,0,2,570,367,,559,592,592,
SP46PH,SP4 6PH,SP,80,166.3,550,1,,93.3,207.5,550,20,29,75,1,,13.3,28.8,75,1,0,0,0,3,1,4,466,435,29,,406,576,1085
SP46PJ,SP4 6PJ,SP,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,10,10,449,323,,,,449,449
SP46PL,SP4 6PL,SP,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,12,12,748,541,,,,561,561
SP46PN,SP4 6PN,SP,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,6,6,470,375,,,,470,470
